loan_id,loan_type,borrower_segment,sector,bureau_score,loan_amount,tenure_months,interest_rate,emi_to_income_ratio,collateral_coverage_ratio,utilization_ratio,dpd_last_3m,dpd_last_12m_max,num_restructures,existing_npa_flag,sector_stress_index,gst_filing_delay_days,turnover_decline_pct_yoy,vintage_months,news_headline_text,news_sentiment_score,txn_narration_sample,gst_remark_text,true_pd_12m,default_12m
L107790,MSME,Business-Owner,Trading,754.0,157542.0,238,7.51,0.46,1.024,0.151,2,7,0,0,0.508,13.5,3.05,85,continues routine operations this quarter,0.196,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.1752,0
L107791,MSME,Business-Owner,Real Estate,703.0,50000.0,119,11.09,0.304,0.624,0.405,0,5,0,0,0.359,7.8,5.26,79,secures fresh equity investment round,0.558,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0398,0
L107792,Retail-Personal,Salaried,Trading,866.0,367910.0,32,10.46,0.16,0.26,0.42,1,6,0,0,0.482,2.7,-3.5,13,wins large government infrastructure contract,0.262,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0482,0
L107793,Retail-Auto,Self-Employed,Trading,675.0,1070440.0,230,14.51,0.484,1.017,0.614,0,5,1,0,0.406,7.3,1.45,173,faces liquidity crunch amid delayed receivables,-0.861,LOAN RESTRUCTURE REQUEST,DELAYED FILING - MISMATCH IN ITC CLAIM,0.5923,0
L107794,MSME,Business-Owner,Agriculture,603.0,335162.0,141,13.19,0.533,2.049,0.43,5,9,0,0,0.348,3.1,-17.68,60,renews existing supplier agreements,0.066,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0963,0
L107795,MSME,Business-Owner,Trading,630.0,109689.0,59,11.66,0.719,1.307,0.458,2,8,0,0,0.277,4.2,0.19,12,hit by raw material cost spike and margin pressure,-0.667,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.5565,1
L107796,Retail-Home,Salaried,Manufacturing,722.0,174615.0,53,11.67,0.497,0.885,0.0,0,7,0,0,0.99,5.4,-1.07,155,under scrutiny after key client contract termination,-0.426,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.1727,0
L107797,Corporate,Corporate-Entity,Manufacturing,724.0,308127.0,31,10.24,0.254,2.113,0.77,1,3,0,0,0.466,9.6,-9.63,56,files regular GST returns on schedule,0.092,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0169,0
L107798,Retail-Auto,Self-Employed,Services,699.0,1032240.0,132,6.16,0.274,0.197,0.242,2,3,0,0,0.393,3.3,-7.1,19,flags working capital stress in latest filing,-0.429,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2393,0
L107799,Retail-Home,Salaried,Agriculture,604.0,361819.0,75,7.95,0.05,1.13,0.363,4,8,1,0,0.569,3.1,9.63,30,expands operations with new manufacturing unit,0.41,OD LIMIT BREACH,DELAYED FILING - MISMATCH IN ITC CLAIM,0.3201,1
L107800,Retail-Personal,Salaried,Manufacturing,780.0,889487.0,84,13.86,0.228,1.633,0.667,0,2,0,0,0.596,6.4,1.98,162,files regular GST returns on schedule,-0.093,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0475,0
L107801,Corporate,Corporate-Entity,Trading,854.0,404548.0,136,11.08,0.16,0.493,0.755,1,4,0,0,0.395,17.3,-4.28,32,sees promoter stake pledge increase sharply,-0.577,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1594,0
L107802,Retail-Home,Salaried,IT/ITES,683.0,574048.0,230,7.56,0.438,1.021,0.54,1,1,0,0,0.304,0.9,6.92,99,files regular GST returns on schedule,-0.08,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0604,0
L107803,Retail-Auto,Self-Employed,Construction,843.0,157285.0,210,15.6,0.494,0.648,0.627,0,2,0,0,0.462,0.6,-13.87,51,continues routine operations this quarter,0.09,PENALTY CHARGE LATE EMI,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0448,0
L107804,Retail-Home,Salaried,Healthcare,758.0,208058.0,35,16.59,0.689,0.764,0.774,1,2,0,0,0.615,5.7,9.47,37,continues routine operations this quarter,0.029,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.1599,0
L107805,MSME,Business-Owner,Real Estate,880.0,111147.0,92,15.11,0.813,1.064,0.0,3,7,0,0,0.28,0.9,22.66,84,files regular GST returns on schedule,-0.133,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0603,0
L107806,Corporate,Corporate-Entity,Manufacturing,723.0,857538.0,62,12.77,0.387,0.194,0.756,0,1,0,0,0.482,4.0,-2.88,60,files regular GST returns on schedule,-0.012,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1479,0
L107807,Retail-Home,Salaried,Hospitality,692.0,321161.0,90,12.36,0.263,0.497,0.0,2,5,1,0,0.764,5.4,-1.98,133,sees promoter stake pledge increase sharply,-1.0,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.8608,1
L107808,Agri,Agri-Borrower,IT/ITES,756.0,50000.0,217,11.43,0.291,0.915,0.455,2,4,1,0,0.433,5.9,17.33,115,upgraded by rating agency on strong fundamentals,0.55,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0744,0
L107809,Retail-Personal,Salaried,Real Estate,641.0,751082.0,90,11.99,0.246,0.198,0.64,1,3,0,0,0.605,7.9,6.76,72,continues routine operations this quarter,0.091,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1047,0
L107810,Retail-Personal,Salaried,Agriculture,717.0,1291811.0,159,13.39,0.702,0.753,0.291,2,6,0,0,0.504,8.8,17.57,102,renews existing supplier agreements,0.02,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.1769,0
L107811,MSME,Business-Owner,Manufacturing,800.0,181157.0,203,13.62,0.05,0.291,0.484,1,1,0,0,0.414,3.1,9.65,125,renews existing supplier agreements,-0.054,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0718,0
L107812,MSME,Business-Owner,Real Estate,754.0,750364.0,74,12.86,0.593,0.314,0.0,1,5,0,0,0.36,0.8,-0.68,32,files regular GST returns on schedule,-0.179,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.1238,0
L107813,Retail-Home,Salaried,Textiles,677.0,351266.0,119,6.0,0.21,1.269,0.209,2,9,0,0,0.493,7.2,-3.03,165,reports record quarterly revenue growth,0.479,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.1054,1
L107814,MSME,Business-Owner,Manufacturing,698.0,50000.0,197,14.95,0.291,0.94,0.332,0,3,0,0,0.437,2.0,-6.09,120,files regular GST returns on schedule,0.115,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0331,0
L107815,Retail-Home,Salaried,Trading,748.0,3791470.0,87,12.1,0.05,0.813,0.285,0,5,0,0,0.365,7.3,13.3,89,reports record quarterly revenue growth,0.525,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.0242,0
L107816,MSME,Business-Owner,Services,745.0,353595.0,164,7.43,0.508,0.724,0.495,0,2,0,0,0.752,5.6,-1.73,100,continues routine operations this quarter,-0.129,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.14,0
L107817,MSME,Business-Owner,Construction,748.0,552140.0,52,12.09,0.469,1.026,0.963,0,4,0,0,0.481,3.9,-24.78,63,reports record quarterly revenue growth,0.558,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0415,0
L107818,Agri,Agri-Borrower,Agriculture,711.0,222560.0,221,12.41,0.186,0.709,0.745,2,2,0,1,0.474,13.7,14.67,123,reports record quarterly revenue growth,0.398,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.387,1
L107819,Retail-Auto,Self-Employed,Agriculture,606.0,319629.0,40,6.79,0.516,0.599,0.755,3,4,0,0,0.542,0.1,-7.4,142,renews existing supplier agreements,0.144,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1361,0
L107820,MSME,Business-Owner,Real Estate,620.0,528516.0,169,9.57,0.487,1.318,0.648,2,7,0,0,0.71,0.3,-9.41,146,renews existing supplier agreements,0.246,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.3052,0
L107821,MSME,Business-Owner,Hospitality,722.0,140534.0,234,8.18,0.27,0.654,0.176,3,8,1,0,0.25,0.8,11.68,34,renews existing supplier agreements,-0.182,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.24,0
L107822,Retail-Home,Salaried,IT/ITES,755.0,2851516.0,44,8.58,0.05,1.436,0.829,1,2,0,0,0.224,5.4,10.51,127,reports record quarterly revenue growth,0.385,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0161,0
L107823,Retail-Home,Salaried,IT/ITES,743.0,1112323.0,122,13.21,0.317,0.678,0.627,0,2,0,0,0.264,1.2,-0.7,162,reports record quarterly revenue growth,0.135,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0185,0
L107824,Agri,Agri-Borrower,Real Estate,619.0,781141.0,228,9.63,0.506,1.2,0.663,8,9,0,0,0.572,0.8,-3.52,63,expands operations with new manufacturing unit,0.94,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0311,0
L107825,Retail-Personal,Salaried,Services,666.0,378526.0,28,11.78,0.213,1.003,0.735,0,0,0,0,0.666,6.6,17.34,172,files regular GST returns on schedule,0.134,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.1729,0
L107826,Corporate,Corporate-Entity,Textiles,574.0,191503.0,81,13.71,0.512,1.125,0.66,8,12,1,0,0.532,6.1,-12.64,53,upgraded by rating agency on strong fundamentals,0.687,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1771,1
L107827,Retail-Personal,Salaried,IT/ITES,555.0,1373810.0,218,10.2,0.221,1.016,0.625,2,4,0,0,0.356,0.6,-10.21,35,flags working capital stress in latest filing,-0.743,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2419,0
L107828,Corporate,Corporate-Entity,Services,687.0,866106.0,42,13.83,0.336,1.185,0.328,3,7,0,0,0.346,25.3,12.64,16,renews existing supplier agreements,-0.049,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0397,0
L107829,Retail-Personal,Salaried,Hospitality,802.0,285111.0,229,15.57,0.24,1.482,0.277,0,3,0,0,0.288,0.9,-2.71,99,continues routine operations this quarter,-0.036,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0053,0
L107830,Agri,Agri-Borrower,Services,689.0,134192.0,182,14.04,0.373,0.548,0.279,0,2,0,0,0.411,8.0,11.82,165,upgraded by rating agency on strong fundamentals,0.998,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0119,1
L107831,MSME,Business-Owner,Manufacturing,852.0,78160.0,66,13.3,0.473,1.496,0.0,0,0,0,0,0.751,5.5,21.71,14,files regular GST returns on schedule,0.189,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.083,0
L107832,Retail-Personal,Salaried,Construction,665.0,456539.0,59,14.06,0.595,0.781,0.406,1,3,0,0,0.127,6.6,28.36,79,continues routine operations this quarter,-0.09,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0987,0
L107833,MSME,Business-Owner,Real Estate,683.0,336443.0,84,12.68,0.381,0.175,0.668,1,6,1,0,0.808,4.2,-0.12,56,continues routine operations this quarter,0.055,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.3815,1
L107834,MSME,Business-Owner,Construction,591.0,1630157.0,132,14.05,0.116,1.174,0.813,4,7,0,0,0.029,1.3,19.91,144,continues routine operations this quarter,-0.3,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0479,1
L107835,Retail-Home,Salaried,Services,649.0,1317735.0,230,7.98,0.445,1.232,0.351,1,7,1,0,0.317,13.1,-7.04,24,files regular GST returns on schedule,0.171,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0901,0
L107836,Retail-Home,Salaried,Real Estate,573.0,461752.0,192,11.28,0.305,1.101,0.507,4,4,0,0,0.297,3.0,-2.15,35,reports record quarterly revenue growth,0.29,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.2576,0
L107837,MSME,Business-Owner,Trading,541.0,404646.0,15,12.68,0.302,0.764,0.406,6,9,1,0,0.635,7.0,-1.61,31,continues routine operations this quarter,-0.037,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.3504,1
L107838,MSME,Business-Owner,Trading,574.0,124580.0,146,11.28,0.366,0.524,0.59,7,13,1,0,0.368,10.4,-11.35,48,wins large government infrastructure contract,0.611,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.322,0
L107839,Retail-Home,Salaried,Real Estate,688.0,1421290.0,85,19.01,0.434,0.688,0.192,0,2,1,0,0.236,2.0,-11.1,118,sees promoter stake pledge increase sharply,-0.784,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1841,0
L107840,Corporate,Corporate-Entity,Construction,614.0,415649.0,132,10.93,0.288,0.966,0.402,2,5,0,0,0.0,1.1,-5.28,139,flags working capital stress in latest filing,-0.736,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1473,0
L107841,Retail-Home,Salaried,Manufacturing,635.0,860965.0,110,6.15,0.437,0.79,0.334,3,5,1,0,0.536,3.2,23.61,57,expands operations with new manufacturing unit,0.446,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.4225,0
L107842,Retail-Personal,Salaried,Agriculture,717.0,1614417.0,146,11.67,0.411,0.482,0.694,1,2,0,0,0.763,21.9,7.79,58,under scrutiny after key client contract termination,-0.211,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2258,0
L107843,MSME,Business-Owner,Healthcare,541.0,237478.0,187,13.98,0.437,0.796,0.108,4,6,0,0,0.327,3.0,9.1,163,continues routine operations this quarter,-0.203,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.5705,1
L107844,Retail-Personal,Salaried,Healthcare,687.0,177956.0,66,8.88,0.482,0.567,0.629,2,5,0,0,0.499,4.5,5.16,52,flags working capital stress in latest filing,-0.529,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2549,0
L107845,Retail-Home,Salaried,Manufacturing,756.0,6686334.0,95,11.39,0.05,0.631,0.767,0,6,0,0,0.437,4.1,12.25,57,flags working capital stress in latest filing,-0.761,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.176,0
L107846,MSME,Business-Owner,Services,764.0,850786.0,22,11.28,0.291,1.191,0.173,1,4,0,0,0.586,4.1,0.37,178,renews existing supplier agreements,-0.068,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0515,0
L107847,Retail-Home,Salaried,IT/ITES,726.0,325638.0,89,11.32,0.327,0.425,0.379,4,7,0,0,0.319,0.4,5.98,83,expands operations with new manufacturing unit,0.531,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0168,0
L107848,Retail-Personal,Salaried,IT/ITES,675.0,1730438.0,237,9.71,0.313,1.032,0.326,1,3,0,0,0.519,1.6,19.02,148,files regular GST returns on schedule,0.243,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0382,0
L107849,MSME,Business-Owner,IT/ITES,624.0,315186.0,178,14.79,0.22,0.684,0.94,2,6,1,0,0.294,4.9,6.67,14,renews existing supplier agreements,-0.174,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2124,1
L107850,MSME,Business-Owner,Construction,673.0,632879.0,166,18.0,0.252,1.008,0.884,0,5,0,0,0.211,1.4,-19.2,61,files regular GST returns on schedule,-0.249,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0119,0
L107851,Corporate,Corporate-Entity,Real Estate,829.0,236793.0,205,8.98,0.428,0.53,0.776,2,5,0,0,0.301,4.2,-10.3,172,under scrutiny after key client contract termination,-0.705,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.029,0
L107852,MSME,Business-Owner,Manufacturing,705.0,434231.0,141,7.58,0.419,0.811,0.648,0,0,0,0,0.47,8.8,0.45,49,hit by raw material cost spike and margin pressure,-0.381,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0571,0
L107853,Retail-Auto,Self-Employed,Real Estate,670.0,327264.0,33,10.19,0.355,0.556,0.768,1,3,0,0,0.13,7.1,1.2,142,wins large government infrastructure contract,0.504,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.019,0
L107854,Retail-Home,Salaried,Hospitality,731.0,193480.0,162,15.72,0.199,1.016,0.697,0,3,0,0,0.329,6.5,13.71,141,faces liquidity crunch amid delayed receivables,-0.222,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.151,0
L107855,Corporate,Corporate-Entity,IT/ITES,684.0,577896.0,44,10.73,0.479,0.168,0.948,2,5,0,0,0.357,4.9,8.1,173,continues routine operations this quarter,0.076,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2184,0
L107856,Retail-Personal,Salaried,Agriculture,700.0,219157.0,56,12.6,0.468,0.861,0.56,1,4,0,0,0.248,2.0,3.98,5,renews existing supplier agreements,0.147,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0186,0
L107857,Retail-Home,Salaried,Construction,658.0,833664.0,162,8.76,0.517,0.37,0.0,0,4,0,0,0.29,5.7,9.28,56,files regular GST returns on schedule,0.042,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1074,0
L107858,Corporate,Corporate-Entity,Agriculture,643.0,316476.0,222,16.85,0.233,0.636,0.427,2,3,0,0,0.571,1.7,1.69,78,files regular GST returns on schedule,-0.159,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1066,0
L107859,MSME,Business-Owner,Trading,770.0,66695.0,83,10.61,0.894,0.762,0.686,2,5,0,0,0.804,5.7,-0.06,72,renews existing supplier agreements,0.185,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.3932,1
L107860,MSME,Business-Owner,Services,504.0,875835.0,80,12.25,0.383,1.182,0.469,3,4,1,0,0.291,2.5,-4.02,75,hit by raw material cost spike and margin pressure,-0.566,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.3989,0
L107861,Retail-Personal,Salaried,IT/ITES,723.0,892121.0,164,9.11,0.236,0.22,0.848,0,3,0,0,0.637,12.4,-33.47,60,continues routine operations this quarter,-0.038,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.1825,0
L107862,Retail-Personal,Salaried,Textiles,637.0,5277205.0,83,8.82,0.707,0.147,0.341,0,3,0,0,0.473,10.2,0.69,81,renews existing supplier agreements,0.115,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.3241,1
L107863,Retail-Auto,Self-Employed,Agriculture,509.0,451122.0,51,11.49,0.462,1.344,0.775,6,9,2,0,0.016,7.9,-1.95,86,continues routine operations this quarter,-0.057,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.4365,0
L107864,MSME,Business-Owner,Agriculture,592.0,541259.0,64,11.81,0.38,0.757,0.184,5,5,0,0,0.378,4.5,23.6,19,secures fresh equity investment round,0.572,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.1386,0
L107865,Retail-Auto,Self-Employed,Manufacturing,677.0,748966.0,195,14.09,0.399,0.198,0.634,1,2,0,0,0.294,3.0,8.66,80,files regular GST returns on schedule,0.193,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0709,0
L107866,Retail-Personal,Salaried,Real Estate,689.0,1358202.0,151,6.44,0.542,0.727,0.347,0,3,0,0,0.423,8.5,16.58,83,files regular GST returns on schedule,0.087,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.232,1
L107867,Retail-Personal,Salaried,Hospitality,747.0,1267959.0,85,8.65,0.388,0.704,0.216,0,4,0,0,0.632,2.2,-7.16,155,continues routine operations this quarter,0.095,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0186,0
L107868,MSME,Business-Owner,Services,753.0,628231.0,239,9.44,0.091,0.663,0.535,0,1,2,0,0.266,0.1,9.17,79,continues routine operations this quarter,-0.187,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.3115,0
L107869,MSME,Business-Owner,Construction,541.0,426653.0,88,11.86,0.347,0.985,0.246,7,15,1,0,0.41,3.0,20.27,138,flags working capital stress in latest filing,-0.604,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.772,1
L107870,Retail-Personal,Salaried,IT/ITES,714.0,1117861.0,168,8.11,0.485,0.215,0.743,3,5,0,0,0.514,12.9,-3.84,75,files regular GST returns on schedule,0.158,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.083,0
L107871,Retail-Personal,Salaried,Manufacturing,746.0,407559.0,52,11.21,0.343,0.91,0.46,1,4,0,0,0.446,9.5,-10.7,165,continues routine operations this quarter,0.012,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0544,0
L107872,Retail-Home,Salaried,Trading,700.0,107143.0,226,9.57,0.202,0.705,0.573,0,5,1,0,0.23,4.2,-5.14,44,continues routine operations this quarter,0.064,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0964,0
L107873,Retail-Personal,Salaried,Hospitality,725.0,84851.0,60,11.09,0.345,0.866,0.536,2,5,0,0,0.763,0.2,-6.77,8,faces liquidity crunch amid delayed receivables,-0.583,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2106,0
L107874,MSME,Business-Owner,Trading,506.0,320427.0,110,9.18,0.48,1.247,0.691,5,6,0,0,0.222,0.8,2.61,106,flags working capital stress in latest filing,-0.499,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1611,1
L107875,Retail-Personal,Salaried,Textiles,591.0,504824.0,148,8.47,0.541,1.293,0.376,4,5,1,0,0.616,0.5,13.51,31,sees promoter stake pledge increase sharply,-0.779,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.7438,1
L107876,MSME,Business-Owner,Real Estate,803.0,6710823.0,130,12.36,0.184,1.524,0.83,0,3,0,0,0.282,1.9,21.08,43,faces liquidity crunch amid delayed receivables,-0.699,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.101,0
L107877,MSME,Business-Owner,Healthcare,655.0,387694.0,144,14.84,0.173,0.126,1.061,2,4,0,0,0.856,15.5,5.58,34,renews existing supplier agreements,-0.3,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2344,1
L107878,Agri,Agri-Borrower,Services,880.0,465683.0,188,13.94,0.341,1.032,0.273,2,4,0,0,0.275,4.8,1.73,161,continues routine operations this quarter,-0.011,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0095,0
L107879,Agri,Agri-Borrower,Trading,565.0,283576.0,199,14.84,0.246,1.198,0.949,3,11,4,0,0.104,2.8,-5.65,122,continues routine operations this quarter,-0.132,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.7598,0
L107880,Retail-Home,Salaried,Healthcare,821.0,873870.0,89,15.19,0.263,0.653,0.412,1,3,0,0,0.487,0.3,10.73,56,under scrutiny after key client contract termination,-0.816,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.2861,0
L107881,Retail-Personal,Salaried,Agriculture,625.0,602220.0,155,11.02,0.31,0.876,0.424,0,2,0,0,0.668,0.7,4.94,123,continues routine operations this quarter,-0.119,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.3166,1
L107882,Retail-Home,Salaried,Hospitality,758.0,219220.0,141,17.11,0.465,1.419,0.762,3,6,0,0,0.449,9.2,-18.21,3,renews existing supplier agreements,0.201,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0246,0
L107883,MSME,Business-Owner,IT/ITES,653.0,145422.0,109,13.77,0.223,0.804,0.274,1,4,0,0,0.154,10.2,2.86,105,sees promoter stake pledge increase sharply,-0.244,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1545,0
L107884,Retail-Personal,Salaried,Manufacturing,690.0,284189.0,127,8.65,0.175,1.405,0.7,2,5,0,0,0.47,13.0,16.02,145,continues routine operations this quarter,-0.049,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0885,0
L107885,Retail-Home,Salaried,Services,734.0,174956.0,195,9.49,0.239,0.865,0.688,0,3,0,0,0.512,1.8,-15.99,155,reports record quarterly revenue growth,0.335,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.0552,0
L107886,Retail-Home,Salaried,Healthcare,625.0,343081.0,166,11.95,0.123,1.069,0.532,0,2,0,0,0.217,0.2,-20.12,6,files regular GST returns on schedule,-0.085,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0412,0
L107887,Retail-Personal,Salaried,Healthcare,752.0,516912.0,15,14.14,0.358,1.256,0.522,0,2,0,0,0.0,4.2,6.96,151,continues routine operations this quarter,-0.036,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0302,0
L107888,MSME,Business-Owner,Healthcare,656.0,254915.0,26,10.81,0.366,0.449,0.416,0,2,0,0,0.223,4.7,-2.8,47,sees promoter stake pledge increase sharply,-0.527,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2208,1
L107889,MSME,Business-Owner,Services,696.0,2191176.0,172,8.59,0.501,1.057,0.731,0,3,0,1,0.62,3.2,4.79,61,flags working capital stress in latest filing,-0.648,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.9257,0
L107890,MSME,Business-Owner,Services,442.0,1583795.0,133,13.87,0.191,0.694,0.453,4,6,1,0,0.255,7.6,-4.39,30,files regular GST returns on schedule,0.013,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.4253,0
L107891,Agri,Agri-Borrower,Services,650.0,343687.0,135,8.15,0.368,1.373,0.828,1,1,0,0,0.508,3.4,11.53,31,reports order book decline for third straight quarter,-0.766,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.332,1
L107892,Retail-Personal,Salaried,IT/ITES,794.0,153187.0,205,12.41,0.4,0.765,0.836,4,9,1,0,0.364,14.1,-6.42,111,under scrutiny after key client contract termination,-0.64,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.2203,0
L107893,Retail-Personal,Salaried,Manufacturing,743.0,428149.0,62,11.63,0.118,0.759,0.186,1,2,0,0,0.543,1.6,15.07,47,continues routine operations this quarter,0.149,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0272,0
L107894,Retail-Auto,Self-Employed,Real Estate,760.0,381898.0,70,7.47,0.383,0.555,0.219,0,1,0,0,0.417,10.3,16.36,66,renews existing supplier agreements,-0.215,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.096,1
